Study Status,Study Results,Interventions,Sex,Age,Phases,Enrollment,Funder Type,Study Design,Start Date,Completion Date
WITHDRAWN,NO,PROCEDURE: Angiography|PROCEDURE: MRI-Based Angiogram|OTHER: Quality-of-Life Assessment,ALL,"ADULT, OLDER_ADULT",NA,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SCREENING,2023-01-01,2024-12-31
RECRUITING,NO,BIOLOGICAL: Neoantigen Peptide Vaccine|BIOLOGICAL: Nivolumab|DRUG: Poly ICLC,ALL,"ADULT, OLDER_ADULT",PHASE1,20,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-06-09,2025-11-01
RECRUITING,NO,DRUG: Melphalan|DRUG: BCNU|DRUG: Vitamin B12B|DRUG: Vitamin C|DRUG: Ethanol|DEVICE: Autologous Hematopoietic Stem Cells,ALL,"ADULT, OLDER_ADULT",PHASE1,10,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-01-13,2025-12
RECRUITING,NO,DRUG: Everolimus|DRUG: Investigator's Choice of Chemotherapy,FEMALE,"ADULT, OLDER_ADULT",PHASE3,203,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-09-13,2026-08
NOT_YET_RECRUITING,NO,"OTHER: In-person peer-led faith-based intervention to encourage breast, bowel, and cervical screening uptake among Muslim women|OTHER: Online In-person peer-led faith-based intervention to encourage breast, bowel, and cervical screening uptake among Muslim women",FEMALE,"ADULT, OLDER_ADULT",NA,200,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2023-11,2025-12
RECRUITING,NO,BEHAVIORAL: simulation-based breast health education,FEMALE,"ADULT, OLDER_ADULT",NA,64,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: OTHER",2023-10-01,2024-09-01
NOT_YET_RECRUITING,NO,PROCEDURE: Lipidomic analysis for breast cancer patients,FEMALE,"ADULT, OLDER_ADULT",NA,65,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2023-09-30,2024-08-10
TERMINATED,NO,DRUG: pudexacianinium chloride,ALL,"ADULT, OLDER_ADULT",PHASE2,1,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-08-10,2022-09-20
RECRUITING,NO,DEVICE: Apollo Armband,FEMALE,"ADULT, OLDER_ADULT",NA,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-02-01,2026-03
RECRUITING,NO,BEHAVIORAL: Exercise,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: OTHER,2022-12-22,2026-06-01
TERMINATED,YES,BIOLOGICAL: Brachyury-TRICOM|DRUG: Entinostat|BIOLOGICAL: M7824|BIOLOGICAL: Ado-trastuzumab emtansine,ALL,"ADULT, OLDER_ADULT",PHASE1,1,NIH,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-05-04,2021-10-22
TERMINATED,YES,DRUG: Infigratinib|DRUG: Tamoxifen|DRUG: Omnipaque 350|DRUG: Iopamidol|DIAGNOSTIC_TEST: Computed tomography (CT),ALL,"ADULT, OLDER_ADULT",PHASE1,4,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-10-13,2021-10-22
ACTIVE_NOT_RECRUITING,NO,DRUG: Trastuzumab deruxtecan|DRUG: Durvalumab|DRUG: Paclitaxel|DRUG: Pertuzumab|DRUG: Tucatinib,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,245,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-12-28,2025-07-02
RECRUITING,NO,BIOLOGICAL: pUMVC3-IGFBP2-HER2-IGF1R Plasmid DNA Vaccine|DRUG: Paclitaxel|BIOLOGICAL: Trastuzumab|BIOLOGICAL: Pertuzumab,ALL,"ADULT, OLDER_ADULT",PHASE2,16,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-04-20,2027-06-30
RECRUITING,NO,RADIATION: Whole breast / chest wall & regional lymph node irradiation|RADIATION: Internal mammary or supraclavicular lymph node boost,FEMALE,"ADULT, OLDER_ADULT",NA,120,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-03-16,2030-03-16
RECRUITING,NO,DRUG: BMS-986449|DRUG: Nivolumab,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,100,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-06-06,2027-07-01
UNKNOWN,NO,DRUG: FCN-437c+Fulvestrant|DRUG: FCN-437c+Letrozole+Goserelin,FEMALE,"ADULT, OLDER_ADULT",PHASE2,70,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-06-30,2023-06-30
RECRUITING,NO,DRUG: 99mTc-ABH2,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2023-03-20,2024-01-30
WITHDRAWN,NO,DRUG: Margetuximab|DRUG: Tucatinib|DRUG: Capecitabine,ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-05-15,2024-10
NOT_YET_RECRUITING,NO,DRUG: Cannabidiol|DRUG: Delta-8-Tetrahydrocannabinol|DRUG: Placebo Administration|OTHER: Questionnaire Administration,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,120,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2024-03-06,2024-10-31
RECRUITING,NO,DRUG: Pyrotinib+Trastuzumab+Capecitabine|DRUG: Trastuzumab+Pertuzumab/Trastuzumab,FEMALE,"ADULT, OLDER_ADULT",PHASE2,206,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-07-02,2027-12-31
WITHDRAWN,NO,DIAGNOSTIC_TEST: single arm,ALL,"ADULT, OLDER_ADULT",NA,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-07-07,2024-03
NOT_YET_RECRUITING,NO,DEVICE: Juzo Compression Sleeve and Glove|DEVICE: Compression Sleeve Sensor,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2024-05,2025-06-30
NOT_YET_RECRUITING,NO,BIOLOGICAL: Alpha-type-1 Polarized Dendritic Cells|PROCEDURE: Biopsy|PROCEDURE: Computed Tomography|PROCEDURE: Leukapheresis|BIOLOGICAL: Pembrolizumab|OTHER: Quality-of-Life Assessment,ALL,"ADULT, OLDER_ADULT",PHASE2,19,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2024-03-07,2026-03-07
RECRUITING,NO,DRUG: XC|DRUG: TPC,FEMALE,"ADULT, OLDER_ADULT",NA,86,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-06-01,2027-02
RECRUITING,NO,BIOLOGICAL: ST-067|BIOLOGICAL: Obinutuzumab 25 MG/1 ML Intravenous Solution [GAZYVA]|BIOLOGICAL: pembrolizumab,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,316,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-08-06,2025-01-30
RECRUITING,NO,"BEHAVIORAL: Exercise-based multi-phasic, multi-modal intervention",FEMALE,"ADULT, OLDER_ADULT",NA,34,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-06-16,2024-06
RECRUITING,NO,DRUG: Trastuzumab|DRUG: Pertuzumab|DRUG: Trastuzumab emtansine,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,130,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-07-01,2025-12-01
RECRUITING,NO,DRUG: Fluzoparib|DRUG: Fluzoparib+Camrelizumab,FEMALE,"ADULT, OLDER_ADULT",PHASE2,80,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-11-23,2026-12-31
RECRUITING,NO,DRUG: Darcilide +AI (letrozole/anastrozole/Exemestane) + pyrrotinib,FEMALE,OLDER_ADULT,NA,34,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2024-02-01,2026-12-01
RECRUITING,NO,OTHER: liquid biopsy,FEMALE,"ADULT, OLDER_ADULT",NA,1100,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2021-05-31,2029-05
UNKNOWN,NO,DEVICE: neuromuscular bandage,FEMALE,"ADULT, OLDER_ADULT",NA,270,OTHER_GOV,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-11-08,2023-03-30
RECRUITING,NO,DRUG: QBS72S,ALL,"ADULT, OLDER_ADULT",PHASE2,40,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-08-16,2026-08
WITHDRAWN,NO,DRUG: GNC-035,ALL,"ADULT, OLDER_ADULT",PHASE1,0,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-09-15,2023-06
COMPLETED,NO,OTHER: control group|BEHAVIORAL: tai chi group,FEMALE,"ADULT, OLDER_ADULT",NA,72,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2020-05-04,2021-04-06
NOT_YET_RECRUITING,NO,DRUG: Sacubitril-valsartan,FEMALE,"ADULT, OLDER_ADULT",PHASE4,600,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2023-02,2028-02
COMPLETED,NO,DRUG: QBS10072S,ALL,"ADULT, OLDER_ADULT",PHASE1,15,INDUSTRY,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-07-20,2022-12-22
NOT_YET_RECRUITING,NO,OTHER: Tele-monitoring through mobile application,FEMALE,"ADULT, OLDER_ADULT",NA,150,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2022-06,2024-05
ACTIVE_NOT_RECRUITING,NO,DRUG: Pembrolizumab|DRUG: IRX 2,ALL,"ADULT, OLDER_ADULT",PHASE2,12,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-12-30,2025-06
RECRUITING,NO,OTHER: Physical Activity Intervention,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-05-11,2024-11-30
NOT_YET_RECRUITING,NO,DRUG: Monosialotetrahexose ganglioside sodium injection,FEMALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,150,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2023-04-20,2025-12-31
RECRUITING,NO,DRUG: Tucatinib|DRUG: Pertuzumab|DRUG: Trastuzumab|DRUG: Hormone therapy|DRUG: Pertuzumab/ Trastuzumab,ALL,"ADULT, OLDER_ADULT",PHASE2,55,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-12-17,2026-03-30
ACTIVE_NOT_RECRUITING,NO,DRUG: Cisplatin|DRUG: Elimusertib|DRUG: Gemcitabine Hydrochloride,ALL,"ADULT, OLDER_ADULT",PHASE1,74,NIH,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-08-25,2024-12-31
RECRUITING,NO,DEVICE: Large-area low-level laser therapy(Venusure)|DEVICE: Conventional low-level laser therapy,FEMALE,"ADULT, OLDER_ADULT",NA,54,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-10-24,2024-10-31
UNKNOWN,NO,DRUG: SHR6390|DRUG: Anastrozole|DRUG: Pyrotinib|DRUG: Trastuzumab,FEMALE,"ADULT, OLDER_ADULT",PHASE2,37,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-01-15,2022-12-31
RECRUITING,NO,BEHAVIORAL: Physical Activity|OTHER: Usual Care,FEMALE,OLDER_ADULT,NA,56,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-11-22,2024-11
RECRUITING,NO,DRUG: BT8009|DRUG: Pembrolizumab,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,329,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-07-17,2025-12
RECRUITING,NO,DRUG: Abemaciclib|DRUG: Tamoxifen|DRUG: Anastrozole|DRUG: Letrozole|DRUG: Exemestane|DRUG: LHRH Agonist,FEMALE,"ADULT, OLDER_ADULT",PHASE2,90,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2024-02,2027-01-01
UNKNOWN,NO,OTHER: Ture self-acupressure|OTHER: Sham self-acupressure|OTHER: Usual care,FEMALE,"ADULT, OLDER_ADULT",NA,51,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2021-06-05,2022-03-29
ACTIVE_NOT_RECRUITING,NO,DRUG: Hemp-based CBD|OTHER: Placebo oral tablet,ALL,"ADULT, OLDER_ADULT",PHASE2,56,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-05-27,2023-04-01
RECRUITING,NO,BEHAVIORAL: Arm 1: Computerized Cognitive Training-Global Stimulation Games|BEHAVIORAL: Arm 2: Computerized Cognitive Training-Neuroplasticity Games,ALL,"ADULT, OLDER_ADULT",NA,386,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2024-02-02,2027-11-30
COMPLETED,NO,OTHER: Cardiac coherence,FEMALE,"ADULT, OLDER_ADULT",NA,53,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-02-14,2022-01-14
RECRUITING,NO,"DRUG: FCN-437c,Fulvestrant,Goserelin acetate|DRUG: Placebo,Fulvestrant,Goserelin acetate",FEMALE,"ADULT, OLDER_ADULT",PHASE3,312,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-01-18,2024-05-18
RECRUITING,NO,OTHER: Adapted Family Gene Toolkit|OTHER: Targeted intervention,ALL,"ADULT, OLDER_ADULT",NA,228,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SCREENING",2022-04-15,2024-12-31
RECRUITING,NO,DRUG: MBQ-167,ALL,"ADULT, OLDER_ADULT",PHASE1,48,INDUSTRY,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-11-09,2024-10-31
UNKNOWN,NO,DEVICE: Silver and copper IUD (TCu380Ag)|DEVICE: Copper IUD (TCu380A),FEMALE,ADULT,NA,90,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-08-06,2022-12-31
UNKNOWN,NO,RADIATION: Hypofractionation Schedules for Breast Cancer patients after mastecomy,FEMALE,"ADULT, OLDER_ADULT",NA,166,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: OTHER",2020-01-01,2022-02-01
ACTIVE_NOT_RECRUITING,NO,DRUG: Paclitaxel|BIOLOGICAL: Pelareorep|DRUG: Avelumab,FEMALE,"ADULT, OLDER_ADULT",PHASE2,48,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-06-10,2024-07
RECRUITING,NO,DRUG: Letrozole|DRUG: Simvastatin,FEMALE,"ADULT, OLDER_ADULT",EARLY_PHASE1,40,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2022-09-02,2025-04-15
COMPLETED,NO,DRUG: Digoxin,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,58,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-07-08,2023-12-01
RECRUITING,NO,"PROCEDURE: Acupuncture|DRUG: treatment of physician choice, according to the standard of care",FEMALE,"ADULT, OLDER_ADULT",NA,102,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-09-01,2023-12
RECRUITING,NO,DRUG: Inavolisib|DRUG: Fulvestrant|DRUG: Alpelisib,ALL,"ADULT, OLDER_ADULT",PHASE3,400,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-06-07,2029-03-30
UNKNOWN,NO,PROCEDURE: LYMPHA(LYmphatic Microsurgical Preventive Healing Approach) technique,ALL,"ADULT, OLDER_ADULT",NA,34,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-03-05,2022-02-28
WITHDRAWN,NO,BIOLOGICAL: radiolabeled DPTA-omburtamab,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,0,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-08-31,2024-12-31
COMPLETED,NO,OTHER: Complete Decongestive Therapy|OTHER: Upper extremity exercises combined with diaphragmatic breathing exercises,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2023-03-20,2023-12-01
RECRUITING,NO,OTHER: Publicly available genetic testing resources|BEHAVIORAL: Virtual genetics navigator|BEHAVIORAL: Motivational interviewing (MI),ALL,"ADULT, OLDER_ADULT",NA,759,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2022-04-21,2026-05
RECRUITING,NO,DEVICE: Acupuncture,FEMALE,"ADULT, OLDER_ADULT",NA,60,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-04-01,2023-10-31
NOT_YET_RECRUITING,NO,PROCEDURE: Complete decongestive treatment program|PROCEDURE: Balance exercises,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2024-01-01,2025-07-01
WITHDRAWN,NO,BIOLOGICAL: CodaLytic,ALL,"ADULT, OLDER_ADULT",PHASE1,0,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-01-15,2025-01-30
COMPLETED,NO,OTHER: regional anesthesia,FEMALE,"ADULT, OLDER_ADULT",PHASE3,13,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-01-01,2022-10-31
RECRUITING,NO,DRUG: Standard of Care Neoadjuvant Chemotherapy|DIETARY_SUPPLEMENT: Vitamin D3|OTHER: Drug Diary,ALL,"ADULT, OLDER_ADULT",PHASE2,50,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-10-22,2024-10
RECRUITING,NO,DRUG: Fluzoparib|DRUG: Anastrozole|DRUG: Letrozole|DRUG: Exemestane|DRUG: Tamoxifen|DRUG: Toremifene|DRUG: Abemaciclib|DRUG: LHRH agonist,FEMALE,"ADULT, OLDER_ADULT",PHASE3,766,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-06-01,2031-05-31
TERMINATED,NO,DRUG: Microbiota-based Formulation RBX7455,FEMALE,"ADULT, OLDER_ADULT",PHASE1,3,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-08-31,2023-01-11
COMPLETED,NO,BEHAVIORAL: Medication adherence eHealth intervention,FEMALE,"ADULT, OLDER_ADULT",NA,3,OTHER_GOV,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-10-04,2022-11-30
RECRUITING,NO,BEHAVIORAL: Education|BEHAVIORAL: Navigation to clinic,FEMALE,"ADULT, OLDER_ADULT",NA,8000,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2020-02-20,2024-07-30
RECRUITING,NO,DRUG: PeptiCRAd-1|DRUG: Cyclophosphamide|DRUG: Pembrolizumab,ALL,"ADULT, OLDER_ADULT",PHASE1,15,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-02-02,2025-09
ACTIVE_NOT_RECRUITING,NO,OTHER: interactive 3D tool|OTHER: BREAST-Q Reconstruction Module|OTHER: DQI|OTHER: Ottawa Decision Regret Scale,FEMALE,"ADULT, OLDER_ADULT",NA,88,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-08-23,2024-08
NOT_YET_RECRUITING,NO,DRUG: Acolbifene Hydrochloride|PROCEDURE: Biospecimen Collection|PROCEDURE: Mammography|PROCEDURE: Random Periareolar Fine-Needle Aspiration|DRUG: Tamoxifen,FEMALE,"ADULT, OLDER_ADULT",PHASE2,80,NIH,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2024-03-01,2028-09-01
WITHDRAWN,NO,COMBINATION_PRODUCT: surgery combined with systemic therapy|OTHER: systemic therapy,FEMALE,"ADULT, OLDER_ADULT",PHASE2,0,OTHER_GOV,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-15,2022-05-01
RECRUITING,NO,DRUG: Palbociclib|DRUG: Fulvestrant|DRUG: Adjuvant Therapy,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,100,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-02-09,2026-12-15
RECRUITING,NO,OTHER: Overcome,FEMALE,"ADULT, OLDER_ADULT",NA,58,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2022-02-07,2025-06
COMPLETED,NO,DRUG: Zilovertamab vedotin,ALL,"ADULT, OLDER_ADULT",PHASE2,102,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-10-07,2023-06-12
RECRUITING,NO,DRUG: Atorvastatin 80 Mg Oral Tablet|DRUG: Placebo oral tablet,FEMALE,"ADULT, OLDER_ADULT",PHASE3,3360,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-01-04,2035-01-01
RECRUITING,NO,PROCEDURE: Arm 1 Partial mastectomy with Savi Scout® localization and shave margins.|PROCEDURE: Arm 2 Partial mastectomy with Savi Scout® localization and selective shave margins.,FEMALE,"ADULT, OLDER_ADULT",NA,204,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-07-17,2026-11
RECRUITING,NO,DRUG: Estradiol,FEMALE,"ADULT, OLDER_ADULT",PHASE2,36,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-05-04,2027-05
COMPLETED,NO,DRUG: Day 7 regimen|DRUG: Day 3 regimen,FEMALE,"ADULT, OLDER_ADULT",PHASE2,160,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-07-13,2022-11-06
RECRUITING,NO,PROCEDURE: Axillary Dissection,ALL,"ADULT, OLDER_ADULT",NA,45,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-03-01,2025-03
