Study Status,Study Results,Interventions,Sex,Age,Phases,Enrollment,Funder Type,Study Design,Start Date,Completion Date
RECRUITING,NO,DIAGNOSTIC_TEST: Low-field magnetic resonance imaging|DIAGNOSTIC_TEST: Nailfold capillaroscopy|DIAGNOSTIC_TEST: Spiroergometry|DIAGNOSTIC_TEST: Realtime deformability cytometry,ALL,CHILD,NA,111,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-07-08,2023-03-31
UNKNOWN,NO,DRUG: P2Et (Caesalpinia spinosa extract)|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,100,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE",2020-09-30,2021-11-30
UNKNOWN,NO,BIOLOGICAL: UC-MSCs|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",NA,48,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-20,2022-02-15
RECRUITING,NO,BIOLOGICAL: SARS-CoV-2|BIOLOGICAL: Adenovirus (AdV)|BIOLOGICAL: Rhinovirus|BIOLOGICAL: No Intervention,ALL,CHILD,NA,200,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2022-10-28,2025-04-28
COMPLETED,NO,OTHER: blood sample,ALL,"ADULT, OLDER_ADULT",NA,18,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2020-05-20,2021-08-27
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: Nanocovax|BIOLOGICAL: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,13000,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-06-07,2022-12-07
NOT_YET_RECRUITING,NO,DRUG: Jaktinib hydrochloride tablets|DRUG: Jaktinib hydrochloride tablets|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,168,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2023-12,2024-06
TERMINATED,YES,DRUG: Hydroxychloroquine|OTHER: Placebo|RADIATION: Radiation therapy,ALL,"ADULT, OLDER_ADULT",PHASE2,4,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2020-05-07,2021-04-21
TERMINATED,NO,BIOLOGICAL: Anti-coronavirus antibodies (immunoglobulins)obtained with DFPP from convalescent patients,ALL,"ADULT, OLDER_ADULT",NA,9,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-04-15,2022-10-27
WITHDRAWN,NO,DRUG: Hydroxychloroquine and azithromycin treatment|OTHER: conventional management of patients,FEMALE,"ADULT, OLDER_ADULT",PHASE3,0,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-01,2021-04-01
COMPLETED,NO,DRUG: anti-SARS-CoV-2 IgY|DRUG: Placebo,ALL,ADULT,PHASE1,48,OTHER,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2020-09-18,2020-12-14
UNKNOWN,NO,BIOLOGICAL: convalescent plasma,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,410,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-08-25,2020-12-31
TERMINATED,NO,BIOLOGICAL: Dose Finding Phase (MTD)|BIOLOGICAL: Partially HLA-matched SARS-CoVSTs|OTHER: Routine care (no SARS-CoVSTs),ALL,"ADULT, OLDER_ADULT",PHASE1,4,OTHER,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-11-04,2021-10-12
WITHDRAWN,NO,BIOLOGICAL: GX-19N|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,0,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2021-10,2023-10
COMPLETED,NO,DRUG: Corsodyl® Alcohol free -0.2 % Chlorhexidine digluconate|DRUG: Colgate Peroxyl® -1.5% Hydrogen peroxide|OTHER: Oral-B® Gum & Enamel Care -Cetylpyridinium chloride|OTHER: No rinsing,ALL,"ADULT, OLDER_ADULT",NA,54,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: OTHER,2021-05-19,2021-10-25
COMPLETED,NO,OTHER: Antigenic tests (on saliva samples)|OTHER: Individual electronic sensor port|OTHER: Atmospheric measurements of CO2,ALL,"ADULT, OLDER_ADULT",NA,210,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2021-10-14,2022-01-14
UNKNOWN,NO,COMBINATION_PRODUCT: PurWet|COMBINATION_PRODUCT: FurFat|COMBINATION_PRODUCT: PurApo|COMBINATION_PRODUCT: PurPhl|COMBINATION_PRODUCT: PurClo|COMBINATION_PRODUCT: PurInf|COMBINATION_PRODUCT: Smoliv,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1|PHASE2,2000,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-03-01,2022-10-01
RECRUITING,NO,OTHER: Non-bloody dental procedures (control group)|PROCEDURE: Bloody dental procedures (study group),ALL,"CHILD, ADULT, OLDER_ADULT",NA,60,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-09-20,2025-10-20
UNKNOWN,NO,DRUG: Recombinant Bacterial ACE2 receptors -like enzyme of B38-CAP (rbACE2),ALL,"ADULT, OLDER_ADULT",PHASE1,24,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-07,2021-10
RECRUITING,NO,DIAGNOSTIC_TEST: Aptitude Medical Systems Metrix COVID/Flu Test,ALL,"CHILD, ADULT, OLDER_ADULT",NA,1000,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2023-11-20,2024-05-14
COMPLETED,NO,DIETARY_SUPPLEMENT: Viusid and Asbrip,ALL,"ADULT, OLDER_ADULT",PHASE2,60,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2020-05-04,2020-10-01
COMPLETED,NO,DRUG: PF-07304814,ALL,ADULT,PHASE1,5,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-10-07,2021-12-10
COMPLETED,YES,DRUG: L-ascorbic acid,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,20,FED,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-04-16,2020-10-13
ACTIVE_NOT_RECRUITING,NO,BEHAVIORAL: Physiotherapy,ALL,"ADULT, OLDER_ADULT",NA,15,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-03-04,2023-11-30
UNKNOWN,NO,DIAGNOSTIC_TEST: Resp-Aer-Meter|DIAGNOSTIC_TEST: Spirometry|DIAGNOSTIC_TEST: Qualitative and quantitative virus PCR of respiratory secretions in patients with high aerosol concentrations,ALL,"CHILD, ADULT, OLDER_ADULT",NA,525,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-01-18,2021-12-31
COMPLETED,NO,DIAGNOSTIC_TEST: Cognitive assessment|DIAGNOSTIC_TEST: Imaging|DIAGNOSTIC_TEST: Routine care|OTHER: Psychiatric evaluation|OTHER: Psychiatric evaluation,ALL,"ADULT, OLDER_ADULT",NA,76,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-08-23,2023-09-27
TERMINATED,NO,BIOLOGICAL: Convalescent plasma,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,86,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-08,2020-09-30
WITHDRAWN,NO,BIOLOGICAL: COVAC-1|BIOLOGICAL: Saline Placebo,ALL,"ADULT, OLDER_ADULT",PHASE1,0,OTHER,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2022-06,2023-10
UNKNOWN,NO,BEHAVIORAL: Telepsychoeducation with personalized videos|BEHAVIORAL: Telepsychoeducation without personalized videos,ALL,"CHILD, ADULT, OLDER_ADULT",NA,2200,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2020-11-05,2021-07-20
RECRUITING,NO,DRUG: Testofen|DRUG: Microcrystalline cellulose,ALL,"ADULT, OLDER_ADULT",PHASE3,150,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2023-10-25,2025-11-01
RECRUITING,NO,BIOLOGICAL: SARS-COV-2 Vaccine (Vero Cell-Sinopharm) Inactivated,ALL,"ADULT, OLDER_ADULT",PHASE2,600,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-12-31,2023-09-30
COMPLETED,NO,OTHER: EEG based protocol for deep sedation,ALL,"ADULT, OLDER_ADULT",NA,50,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-01-04,2021-09-23
UNKNOWN,NO,DIAGNOSTIC_TEST: SARS-CoV-2 screening by molecular biology|DIAGNOSTIC_TEST: Serological screening,ALL,"ADULT, OLDER_ADULT",NA,450,OTHER_GOV,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SCREENING,2021-02-15,2022-09-30
ACTIVE_NOT_RECRUITING,NO,OTHER: Exercise|BEHAVIORAL: Psychological and Behaviour Change Support|OTHER: Nutrition,ALL,"ADULT, OLDER_ADULT",NA,1100,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-06-04,2024-03-31
COMPLETED,YES,DEVICE: LifeSignals Biosensor 1AX*|OTHER: Standard of Care,ALL,"ADULT, OLDER_ADULT",NA,300,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-09-01,2021-12-10
COMPLETED,NO,OTHER: Sampling by venipuncture (and eventually by nasopharyngeal swab),ALL,"ADULT, OLDER_ADULT",NA,187,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2020-08-27,2022-03-07
COMPLETED,NO,DRUG: PJS-539 Dose 1|DRUG: PJS-539 Dose 2|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,153,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-09-25,2022-03-04
COMPLETED,YES,DRUG: Placebo|DRUG: Nicotinamide riboside,ALL,"ADULT, OLDER_ADULT",PHASE2,28,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-06-11,2022-01-03
NOT_YET_RECRUITING,NO,DRUG: Manzi Guben granules,ALL,"ADULT, OLDER_ADULT",NA,360,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2023-06-01,2026-05-31
RECRUITING,NO,PROCEDURE: Lymph node aspiration / Blood sampling,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,12,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2023-07-05,2023-09
UNKNOWN,NO,DRUG: Hydroxychloroquine,ALL,ADULT,PHASE2|PHASE3,500,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2020-08-31,2021-12-31
NOT_YET_RECRUITING,NO,OTHER: Acupuncture,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2023-11,2023-11
TERMINATED,YES,DRUG: Placebo|DRUG: Ruxolitinib,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,211,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-05-24,2021-02-26
UNKNOWN,NO,DRUG: Hydroxychloroquine|DRUG: Remdesivir|OTHER: (Standard of Care) SoC,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,700,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-03-28,2020-11
RECRUITING,NO,DIAGNOSTIC_TEST: Sky Medical™ Rapid Antigen Test,ALL,"CHILD, ADULT, OLDER_ADULT",NA,200,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-02-22,2023-01-11
COMPLETED,NO,DRUG: Chloroquine phosphate,ALL,"ADULT, OLDER_ADULT",PHASE2,10,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-07,2020-09-10
UNKNOWN,NO,DIAGNOSTIC_TEST: Lung impedance technique,ALL,"ADULT, OLDER_ADULT",NA,50,OTHER_GOV,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-04-28,2021-04-28
COMPLETED,NO,DRUG: ABBV-47D11|DRUG: Placebo for ABBV-47D11|DRUG: ABBV-2B04|DRUG: Placebo for ABBV-2B04,ALL,"ADULT, OLDER_ADULT",PHASE1,25,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-12-10,2021-08-24
COMPLETED,NO,"DEVICE: Parasym Device (of Parasym Ltd, UK) using Transcutaneous Vagus Nerve Stimulation (t-VNS)",FEMALE,"ADULT, OLDER_ADULT",NA,25,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-03-01,2023-01-06
COMPLETED,NO,"DIAGNOSTIC_TEST: COVID-19 IgG / IgM rapid test (whole blood, serum, plasma)",ALL,"CHILD, ADULT, OLDER_ADULT",NA,500,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2020-07-12,2020-11-30
COMPLETED,NO,DIAGNOSTIC_TEST: Breath Biopsy Analysis,ALL,"CHILD, ADULT, OLDER_ADULT",NA,2558,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-11-12,2023-01-18
UNKNOWN,NO,BIOLOGICAL: Standard dosage inactivated vaccine|BIOLOGICAL: Double dosage inactivated vaccine,ALL,"ADULT, OLDER_ADULT",PHASE4,240,NETWORK,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-12-22,2023-03-10
ACTIVE_NOT_RECRUITING,NO,DRUG: Methylene Blue|DRUG: Control Test,ALL,"ADULT, OLDER_ADULT",PHASE2,64,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-11-05,2023-12-31
ACTIVE_NOT_RECRUITING,NO,OTHER: Cognitive Behavioral Therapy Group,ALL,"ADULT, OLDER_ADULT",NA,60,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: OTHER,2022-05-10,2023-11-30
WITHDRAWN,NO,OTHER: Measurement of oxygen saturation,ALL,"ADULT, OLDER_ADULT",NA,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2022-05-02,2022-05-02
UNKNOWN,NO,OTHER: CHEST CT SCAN,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-06-08,2022-12-24
UNKNOWN,NO,DRUG: Ozone plasma,ALL,"ADULT, OLDER_ADULT",PHASE2,35,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-09-04,2022-12-21
NOT_YET_RECRUITING,NO,OTHER: Community Health Worker,ALL,"ADULT, OLDER_ADULT",NA,52,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2024-03,2025-03
UNKNOWN,NO,BIOLOGICAL: GLS-5310|BIOLOGICAL: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,183,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2020-12-23,2022-12-31
COMPLETED,NO,DRUG: Vortioxetine|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,200,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-09-16,2023-02-22
COMPLETED,NO,BIOLOGICAL: AZD1222|BIOLOGICAL: AZD2816,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,2848,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-06-27,2022-08-02
COMPLETED,NO,DIAGNOSTIC_TEST: Stimulation test with arginine infusion in order to verify the possible existence of damage to the beta cell function induced by COVID-19 infection,ALL,"ADULT, OLDER_ADULT",NA,90,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-06-30,2021-12-31
ACTIVE_NOT_RECRUITING,NO,DRUG: VYD222|DRUG: Normal saline,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,790,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2023-09-08,2024-11
COMPLETED,NO,BIOLOGICAL: COVID19 vaccine|BIOLOGICAL: Saline,ALL,"ADULT, OLDER_ADULT",PHASE1,40,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-06-30,2021-04-14
NOT_YET_RECRUITING,NO,BIOLOGICAL: Inactivated SARS-CoV-2 vaccine coadministered with vricella vaccine|BIOLOGICAL: Inactivated SARS-CoV-2 vaccine coadministered with MMR|BIOLOGICAL: Inactivated SARS-CoV-2 vaccine administered alone,ALL,CHILD,PHASE4,540,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2023-08,2024-12
NOT_YET_RECRUITING,NO,DRUG: Galactomannan|DRUG: PLACEBO,ALL,"ADULT, OLDER_ADULT",PHASE3,408,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-04-01,2022-09-25
ACTIVE_NOT_RECRUITING,NO,DRUG: nirmatrelvir|DRUG: ritonavir|DRUG: placebo for nirmatrelvir,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,436,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2022-10-19,2024-02-15
WITHDRAWN,NO,DRUG: Tofacitinib|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,0,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-07-06,2020-10-18
COMPLETED,NO,BIOLOGICAL: DZIF-10c|BIOLOGICAL: DZIF-10c|DRUG: Placebo|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,45,OTHER,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-12-14,2021-09-23
COMPLETED,NO,DIAGNOSTIC_TEST: GlowTest COVID-19 Antigen Home Test,ALL,"CHILD, ADULT, OLDER_ADULT",NA,33,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-12-06,2021-12-17
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: Recombinant SARS-CoV-2 Fusion Protein Vaccine 10μg|BIOLOGICAL: Recombinant SARS-CoV-2 Fusion Protein Vaccine 25μg|BIOLOGICAL: SARS-Cov-2 Vaccine Inactivated,ALL,"ADULT, OLDER_ADULT",PHASE2,150,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-11-10,2023-01-28
ENROLLING_BY_INVITATION,NO,OTHER: BrainHQ/Active Comparator Activity|OTHER: BrainHQ|OTHER: PASC CoRE|DEVICE: tDCS-active|DEVICE: tDCS-sham,ALL,"ADULT, OLDER_ADULT",NA,315,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2023-09-01,2024-12
RECRUITING,NO,BEHAVIORAL: AIR + Mindfulness|BEHAVIORAL: Relaxation condition,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-09-01,2024-03-31
COMPLETED,NO,DRUG: Ergoferon|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,1057,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-10-06,2022-04-14
UNKNOWN,NO,OTHER: Treadmill Exercise|OTHER: Concentrated Oxygen|OTHER: Concentrated Air,ALL,ADULT,NA,24,OTHER,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2021-01-21,2022-01-20
RECRUITING,NO,DRUG: DPA-714 PET/MRI,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,60,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2023-11-10,2026-06-01
NOT_YET_RECRUITING,NO,DRUG: Liraglutide Pen Injector [Saxenda]|OTHER: Medication Diary,ALL,ADULT,EARLY_PHASE1,30,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2024-04-01,2026-10-01
RECRUITING,NO,DRUG: Tianeptine|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,140,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2023-02-17,2027-10-31
UNKNOWN,NO,DEVICE: Patient Status Engine,ALL,"ADULT, OLDER_ADULT",PHASE1,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2020-10-12,2021-04
UNKNOWN,NO,DRUG: Hydroxychloroquine Sulfate|DRUG: Bromhexine 8 MG,ALL,ADULT,EARLY_PHASE1,214,OTHER_GOV,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2021-02-01,2021-06-30
COMPLETED,NO,"OTHER: hypoxia : 14.3 and 12.7% FIO2, hypercapnia 7% CO2, inspiratory mechanical constraint",ALL,"ADULT, OLDER_ADULT",NA,50,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2020-04-27,2021-01-11
UNKNOWN,NO,RADIATION: FDG-PET/CT,ALL,"ADULT, OLDER_ADULT",NA,50,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-01-04,2022-01-04
